generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
311,54,1.4730209600029813,1.0269415118789136,1.0811419970688603,15,20,19
312,52,1.6792507689084148,1.0269955847442502,1.0774071715914595,20,12,20
313,53,1.5246974647930844,1.0287286787163805,1.076287494697399,16,21,16
314,54,1.6531050185487004,1.0269042879481578,1.0775001753019193,18,16,20
315,53,1.7374300621628198,1.0253254876714275,1.082778678699744,16,16,21
316,51,1.636047232286398,1.0264770992421481,1.0833108405823295,17,19,15
317,55,1.5191219169645283,1.0278541014798157,1.0808888407388018,17,18,20
318,54,1.6141029705866334,1.027844340750874,1.0764255588702303,16,20,18
319,54,1.529906527517643,1.0294517892887323,1.072240119279424,18,17,19
320,54,1.6805265860118246,1.0306299692005783,1.0691010339586007,16,18,20
321,52,1.6700276024410134,1.0321931614106532,1.0662902709023139,18,16,18
322,55,1.5552348971100416,1.0341045272330782,1.0625562450635695,19,17,19
323,55,1.6314106820915901,1.0324956302921042,1.0701593966527534,16,20,19
324,54,1.6827336700753879,1.025370352933046,1.078547623020748,17,23,14
325,57,1.656054760750438,1.0241243989464761,1.076227322988657,17,20,20
326,56,1.6989846052217963,1.0232152569251982,1.0733244291145634,16,21,19
327,55,1.6946955291828236,1.0186246781706125,1.0749935704508713,19,14,22
328,54,1.7381120865578068,1.0200852828918545,1.0709229472910216,15,22,17
329,54,1.5640508870351666,1.0220601040096284,1.0687719032564085,17,23,14
330,57,1.740406305322516,1.022455202939201,1.0676417355746874,19,13,25
331,52,1.6791156612131422,1.0209217099516357,1.0636088118866238,20,15,17
332,55,1.465416287288957,1.020344360895277,1.0616130637262033,14,20,21
333,51,1.5719805274838907,1.0224511753424117,1.0650237699553267,20,13,18
334,54,1.4222162714866444,1.0228168564486575,1.0652832202254672,16,16,22
335,48,1.5586270453290731,1.0229099446334453,1.0628213131138275,17,11,20
336,47,1.8573238200729556,1.0231727344257353,1.0596783809665262,18,17,12
337,54,1.5534430328971658,1.0191074900299268,1.0618724287347756,14,19,21
338,50,1.6403786434183008,1.0245105138027766,1.0625112336968325,14,18,18
339,50,1.436340383193022,1.024866680779432,1.0707642018318317,8,19,23
340,35,1.9139363969166916,1.0269767703743016,1.0728383000810893,10,13,12
341,35,1.7764263249889694,1.0235256427917034,1.07337005706059,11,13,11
